ensembl_gene_id	external_gene_name	length	logFC	logCPM	F	PValue	FDR	class	entrezgene_id
ENSG00000049768	FOXP3	14362	-1.69199637129972	1.88108713972515	100.141004131634	8.09383837582944e-17	9.49995734417618e-16	-	50943
ENSG00000050344	NFE2L3	34939	-1.66668817626551	5.08732334661239	89.9154570233785	1.16917988157493e-15	1.09028861772109e-14	-	9603
ENSG00000051180	RAD51	37566	-2.54031595167188	2.17046372939218	173.230730540859	1.08027294119426e-23	5.11694215898836e-22	-	5888
ENSG00000051341	POLQ	114557	-3.6971696231192	2.10529136081469	208.215630724682	2.37093565850193e-26	2.15742666314947e-24	-	10721
ENSG00000053108	FSTL4	416086	-2.60609226702176	3.48113233371482	44.4332413604716	1.3851999761928e-09	5.11397018757151e-09	-	23105
ENSG00000054179	ENTPD2	5954	-1.83494073495803	1.13444834312345	42.2794159017141	2.99598472776304e-09	1.05236854852286e-08	-	954
ENSG00000054356	PTPRN	20025	-4.75734535199009	1.73426498286731	69.8197974209736	3.50015034031352e-13	2.17363862189944e-12	-	5798
ENSG00000054938	CHRDL2	34997	-1.79207754338728	1.71950978683634	28.0893173116996	6.7552448152764e-07	1.74889828708167e-06	-	25884
ENSG00000056998	GYG2	53998	-2.39636574079787	3.0249512295776	113.777211805842	2.82779926321584e-18	4.49354976670393e-17	-	8908
ENSG00000057294	PKP2	106032	-1.53549560991157	3.83698230160199	21.5618569857655	1.02689083541426e-05	2.29556706147882e-05	-	5318
ENSG00000058404	CAMK2B	124558	-3.65032628670176	1.28715015968421	48.1330690854414	3.78526307349812e-10	1.51700077138871e-09	-	816
ENSG00000059573	ALDH18A1	50770	-1.79454889346634	6.25150115029499	288.753373264762	1.792153139712e-31	1.40154819950497e-28	-	5832
ENSG00000060140	STYK1	55395	-2.80983844032416	2.59412102002433	193.103474181966	3.04934579881046e-25	2.15184242920956e-23	-	55359
ENSG00000060709	RIMBP2	372095	-2.88066734909778	1.24578197783554	25.308668890858	2.1106386487928e-06	5.15552862376076e-06	-	23504
ENSG00000060718	COL11A1	232405	-6.2735881644009	5.22606626838343	139.280451355554	9.16811431891763e-21	2.28726592294036e-19	-	1301
ENSG00000061656	SPAG4	5265	-2.81556183272831	2.96679317945611	292.656205755724	1.07896136910455e-31	1.09730371237933e-28	-	6676
ENSG00000062038	CDH3	91279	-2.98169758716722	6.27981516422472	91.2030087370047	8.28747647856871e-16	7.98674363645343e-15	-	1001
ENSG00000064195	DLX3	5219	-1.96972171723198	1.0576944127208	35.7485470137507	3.36026179679897e-08	1.03043009404818e-07	-	1747
ENSG00000064300	NGFR	19715	-1.50976568282099	2.64517221251045	14.8116378402547	0.000207667806076742	0.000388989024838656	-	4804
ENSG00000064655	EYA2	294220	-2.18529218644359	3.712685533264	30.6699518956622	2.40521271694226e-07	6.56603455557747e-07	-	2139
ENSG00000064787	BCAS1	133817	-2.11280421719512	4.10081552497267	37.9294286761742	1.47876225514686e-08	4.76095356224099e-08	-	8537
ENSG00000065328	MCM10	49552	-3.94987450423926	2.5784415615485	214.874797896113	8.00382969973521e-27	7.98520592079758e-25	-	55388
ENSG00000065618	COL17A1	54594	-3.84534665859124	4.78329224862932	64.8687386719901	1.58522601063027e-12	8.86383327871501e-12	-	1308
ENSG00000065911	MTHFD2	31393	-1.55040799131226	5.93060283158798	76.4124404114506	5.01516348814276e-14	3.57260657381542e-13	-	10797
ENSG00000066230	SLC9A3	53993	-2.90585602225345	2.00593490926689	62.880743255029	2.94575680225123e-12	1.59140731881029e-11	-	6550
ENSG00000066248	NGEF	134555	-3.20011117119721	2.63148143592643	75.0502945154044	7.44666596039493e-14	5.15393946314123e-13	-	25791
ENSG00000066279	ASPM	62573	-3.95874872054169	3.70059738598724	257.547523677748	1.25705276284278e-29	3.5628172486539e-27	-	259266
ENSG00000067057	PFKP	71385	-2.08522304611517	6.51468648646222	121.866431511038	4.27509293798844e-19	7.99914305247643e-18	-	5214
ENSG00000067177	PHKA1	135505	-1.81964051787694	4.07762603078129	212.704936291265	1.13728146009205e-26	1.07312921814779e-24	-	5255
ENSG00000067715	SYT1	588015	-2.18175454639032	3.05108793722865	39.2050847114284	9.20829218650763e-09	3.03647079177056e-08	-	6857
ENSG00000068489	PRR11	50977	-2.63650890711979	3.47920692965969	139.789646110492	8.22895543678729e-21	2.07089389441944e-19	-	55771
ENSG00000069011	PITX1	7079	-4.4599545957908	2.83957984794267	92.9656896572133	5.19343413673212e-16	5.17517480057416e-15	-	5307
ENSG00000069764	PLA2G10	21760	-1.57878277984069	3.53195303678986	21.9986077971602	8.51439619447745e-06	1.92500844522454e-05	-	8399
ENSG00000070087	PFN2	85884	-1.67793900200496	6.1743849460377	54.1417398697342	4.93963222870216e-11	2.22399222921957e-10	-	5217
ENSG00000070182	SPTB	133624	-2.61528872480739	4.4329782833404	82.4102625381454	9.12147661793938e-15	7.27068737886371e-14	-	6710
ENSG00000070526	ST6GALNAC1	19025	-1.97288446720326	5.38768616436742	48.3846314363296	3.46996236111909e-10	1.39841909700205e-09	-	55808
ENSG00000070669	ASNS	20865	-2.1575421461932	5.00028553514153	93.8107035772712	4.15736580982593e-16	4.21999599344228e-15	-	440
ENSG00000071539	TRIP13	26473	-2.78712841596571	3.79643368917359	119.084203940665	8.12274242372416e-19	1.43300095677313e-17	-	9319
ENSG00000072571	HMMR	31738	-3.23073487562598	3.07190952015122	214.511922091919	8.48671056164914e-27	8.38438508002012e-25	-	3161
ENSG00000073111	MCM2	24026	-2.34058090412521	5.25821417842172	182.290976363748	2.05887211192091e-24	1.15947361377852e-22	-	4171
ENSG00000073150	PANX2	9564	-2.63746986059594	3.34527290227593	102.449144646801	4.51514557597961e-17	5.57986789586215e-16	-	56666
ENSG00000073605	GSDMB	15259	-1.79971106021688	4.0172493713372	72.8107545985518	1.43615685328097e-13	9.4842306479659e-13	-	55876
ENSG00000074211	PPP2R2C	243022	-5.78824241746575	3.38806747900696	95.5654571837089	2.62722936033017e-16	2.78115501282669e-15	-	5522
ENSG00000075213	SEMA3A	536947	-1.61699201294673	3.79084749502274	41.4751652919572	4.00883361312536e-09	1.38340767140368e-08	-	10371
ENSG00000075218	GTSE1	33940	-3.5530256256971	2.80362898182821	223.061854531341	2.17253400884876e-27	2.68292431992758e-25	-	51512
ENSG00000075702	WDR62	50459	-2.49518214901989	2.96353942704097	148.879901981375	1.24131426299509e-21	3.75850828247323e-20	-	284403
ENSG00000076003	MCM6	36817	-1.58984798580356	5.21682047345569	159.991255223967	1.34818359963168e-22	5.09912854594401e-21	-	4175
ENSG00000076382	SPAG5	21460	-3.30591958058665	4.3653211851542	274.523573844792	1.19131098852245e-30	5.72127102237906e-28	-	10615
ENSG00000077152	UBE2T	10440	-3.49598686588884	3.36939506781697	326.976672925481	1.52914857337198e-33	2.93749440944757e-30	-	29089
ENSG00000077264	PAK3	283076	-1.62482806269269	1.73459582133646	22.2285126340532	7.71720647001145e-06	1.75602504159026e-05	-	5063
ENSG00000078098	FAP	74467	-2.67410338840704	4.46908206467024	107.335318041587	1.34139767047671e-17	1.85828720551857e-16	-	2191
ENSG00000078269	SYNJ2	117313	-1.54947411510439	4.32031589570685	134.505366271596	2.55490041156549e-20	6.03438158682456e-19	-	8871
ENSG00000078898	BPIFB2	15999	-5.0507202324689	4.12911758686468	37.0202386449179	2.07858320651349e-08	6.54464124156105e-08	-	80341
ENSG00000079112	CDH17	90141	-4.74236116983388	2.05697127103463	93.5187483714053	4.48908830836317e-16	4.52547217278664e-15	-	1015
ENSG00000079385	CEACAM1	53930	-1.91961635029342	4.98872616612149	107.144373607933	1.40578837883384e-17	1.94126799374268e-16	-	634
ENSG00000079462	PAFAH1B3	6513	-2.33328719708387	4.56507652605685	283.774014208875	3.44956207572969e-31	2.05653374921692e-28	-	5050
ENSG00000080031	PTPRH	28259	-5.19391841946658	3.15183117528362	169.210800104048	2.29427403721877e-23	9.96625724358676e-22	-	5794
ENSG00000080854	IGSF9B	60530	-1.9135708542305	1.37415427114597	29.5600207230992	3.73962156135944e-07	9.95754153308847e-07	-	22997
ENSG00000080986	NDC80	45078	-3.28234794153447	2.68739316994847	232.966803217962	4.68492154896801e-28	7.43097327156953e-26	-	10403
ENSG00000081277	PKP1	49541	-1.97403259257428	4.32860959791558	22.3804541598534	7.23263712561643e-06	1.65206848017945e-05	-	5317
ENSG00000082196	C1QTNF3	25355	-2.45271510564181	4.49185970721819	33.9219319855305	6.75667504324457e-08	1.99583384286102e-07	-	114899
ENSG00000083454	P2RX5	24041	-1.70792724559866	1.53176497278744	55.0593680119101	3.64578983093177e-11	1.66763362165876e-10	-	5026
ENSG00000084110	HAL	23703	-2.79988859315152	2.71091094082767	71.9085055317771	1.87579058210626e-13	1.21326387482361e-12	-	3034
ENSG00000085465	OVGP1	13416	-1.50467530717512	1.55197790477396	63.298343646769	2.5845772909185e-12	1.4051810309022e-11	-	5016
ENSG00000085552	IGSF9	18574	-3.24530765655035	3.9298904141213	154.022601028026	4.38925458502896e-22	1.47065547520476e-20	-	57549
ENSG00000085840	ORC1	31594	-3.11530653738547	2.25434171409778	179.147791002082	3.63681552715036e-24	1.94064517434885e-22	-	4998
ENSG00000085999	RAD54L	32019	-2.6798600585659	2.43090184662944	219.64988206916	3.72580517832906e-27	4.12919523898276e-25	-	8438
ENSG00000086548	CEACAM6	21234	-1.6120326725678	10.3451390836681	29.6385568662526	3.62414349876793e-07	9.67688292667162e-07	-	4680
ENSG00000086991	NOX4	173834	-1.56928509382601	2.04654503797181	53.4472171973379	6.224005492306e-11	2.76922299038671e-10	-	50507
ENSG00000087085	ACHE	6980	-2.08654579426556	2.93922463198339	49.6211271942171	2.26796457448643e-10	9.38058361920955e-10	-	43
ENSG00000087128	TMPRSS11E	50141	-6.74924817712647	2.69657610785441	172.98287434528	1.13125930953401e-23	5.34380934495449e-22	-	28983
ENSG00000087494	PTHLH	14649	-2.75725996350502	2.11736119309477	57.0858669174857	1.87644437889646e-11	8.96926924709451e-11	-	5744
ENSG00000087586	AURKA	22948	-2.75625845803801	3.74115584592642	193.867369055691	2.67161081313488e-25	1.89301144870037e-23	-	6790
ENSG00000088305	DNMT3B	46974	-2.09743324727087	2.06824785453817	122.356417466791	3.8213560682037e-19	7.21260098942946e-18	-	1789
ENSG00000088325	TPX2	62534	-3.99842207446121	5.11672156333792	257.154853864902	1.32921446234538e-29	3.56433459447563e-27	-	22974
ENSG00000088386	SLC15A1	68871	-4.31641663544183	1.31403549558773	87.4615787704979	2.26773386426147e-15	2.00137063701973e-14	-	6564
ENSG00000088538	DOCK3	709271	-1.64893275755399	1.48197544017235	40.0833004463538	6.66376977137622e-09	2.23925977798491e-08	-	1795
ENSG00000088826	SMOX	66767	-1.50345838847286	3.27768164938731	64.1456406208533	1.98420388258492e-12	1.09286081318926e-11	-	54498
ENSG00000088836	SLC4A11	12142	-2.05885776472523	2.93300864207724	48.4428819195455	3.40085552111831e-10	1.37208135842866e-09	-	83959
ENSG00000088882	CPXM1	6553	-1.86770408002485	3.12930756692748	47.2579600883085	5.12879999761373e-10	2.01161123318384e-09	-	56265
ENSG00000088992	TESC	60556	-3.7429202301067	5.5366220683177	89.5693757123251	1.2830084045677e-15	1.18937974834161e-14	-	54997
ENSG00000089199	CHGB	13843	-7.34711262780689	5.72706981641559	75.2959778445821	6.93261402881729e-14	4.81357284916555e-13	-	1114
ENSG00000089685	BIRC5	11450	-3.91030695337695	4.47424823607725	222.830061694756	2.25321195103693e-27	2.74336488883644e-25	-	332
ENSG00000090889	KIF4A	130782	-4.15319289182029	3.44930762135932	250.820159635597	3.29911305983329e-29	7.40757995992959e-27	-	24137
ENSG00000091129	NRCAM	309094	-1.63835423197896	3.85495084368417	19.0750925234601	3.03164057787778e-05	6.38261494775071e-05	-	4897
ENSG00000091137	SLC26A4	56981	-2.61932076456106	2.80406181379118	31.8170777431191	1.53087281216145e-07	4.30782227367501e-07	-	5172
ENSG00000091513	TF	50601	-5.56360381931465	5.33114718262359	67.0677175554647	8.05889189213399e-13	4.75367389706941e-12	-	7018
ENSG00000091651	ORC6	8751	-3.19768427149827	2.14249203512659	249.623874664203	3.9242288574256e-29	8.4807490895039e-27	-	23594
ENSG00000091844	RGS17	126823	-4.15187503673287	2.97047787651937	185.34344415197	1.19204849334319e-24	7.07781310397446e-23	-	26575
ENSG00000092607	TBX15	106510	-3.890279801865	2.7279004534935	97.4789313014573	1.60029554270039e-16	1.77697557082512e-15	-	6913
ENSG00000092758	COL9A3	24915	-2.86397422835606	1.55631775496075	63.8556192394912	2.17176928903388e-12	1.18972494417322e-11	-	1299
ENSG00000092853	CLSPN	49760	-2.9282587806202	2.18164788709301	152.869884026812	5.53079960617205e-22	1.80418857341714e-20	-	63967
ENSG00000093009	CDC45	41155	-3.62484884925855	2.71646480851018	221.423004829377	2.81302318717696e-27	3.30845971993895e-25	-	8318
ENSG00000093217	XYLB	74588	-1.7360465026691	1.95755554353853	134.600953341372	2.50250598214209e-20	5.93854757862642e-19	-	9942
ENSG00000094755	GABRP	50697	-3.49320616683876	3.35716231408643	41.954176317363	3.36973782741202e-09	1.1745846229461e-08	-	2568
ENSG00000094804	CDC6	16778	-4.00286728989034	3.9869407475409	222.246579894263	2.47009918248835e-27	2.94520998386491e-25	-	990
ENSG00000096063	SRPK1	88376	-1.752315336713	6.00478116607195	319.813200267109	3.61162451130748e-33	5.67648874327228e-30	-	6732
ENSG00000096088	PGC	17398	-1.71706758120123	10.0492245198382	7.46602203597178	0.00741517897019961	0.0112122642308712	-	5225
ENSG00000096696	DSP	45097	-2.38459481353526	7.95898408581984	99.8464019211704	8.72409556844865e-17	1.01433011622669e-15	-	1832
ENSG00000099953	MMP11	16090	-4.96251093620324	5.91037137714529	132.280218838066	4.14862811781133e-20	9.46248437055938e-19	-	4320
ENSG00000099958	DERL3	4625	-1.95890547519857	4.34998723186045	71.6500945163312	2.02542935673217e-13	1.30273988647851e-12	-	91319
ENSG00000100095	SEZ6L	214135	-3.01414134362176	1.08130748199207	25.8585874703182	1.68104294036323e-06	4.16025642655883e-06	-	23544
ENSG00000100162	CENPM	8415	-2.01185231629013	2.45983237817952	77.2703743529697	3.91604603178099e-14	2.84114644748055e-13	-	79019
ENSG00000100167	SEPTIN3	28778	-1.51933680062603	2.42432243293187	28.2367439237689	6.36427541718403e-07	1.65213149681223e-06	-	55964
ENSG00000100196	KDELR3	15369	-1.99833075075399	4.77776413130216	205.64505730736	3.62836011508847e-26	3.16821808231134e-24	-	11015
ENSG00000100197	CYP2D6	4366	-2.12641001958334	1.32323365868405	71.8469584187888	1.91037552013129e-13	1.23240605849067e-12	-	1565
ENSG00000100285	NEFH	11172	-3.11619165839137	2.6775901974936	50.5119338369344	1.67326921640393e-10	7.04901351910514e-10	-	4744
ENSG00000100290	BIK	18962	-2.20481316737317	2.3046199322618	106.179397421462	1.78285484477004e-17	2.4123626402155e-16	-	638
ENSG00000100473	COCH	20551	-2.93703266326334	3.19587178568962	128.068731260749	1.05191594735351e-19	2.22874691345525e-18	-	1690
ENSG00000100479	POLE2	44867	-2.40526435318832	1.76652121395562	202.093901731448	6.57004904566422e-26	5.43490803590855e-24	-	5427
ENSG00000100526	CDKN3	23369	-3.15957292507649	2.37794012888383	173.375606492945	1.05156192079157e-23	5.00838954505935e-22	-	1033
ENSG00000100558	PLEK2	25183	-2.54926522138578	3.21302128105109	238.88569819719	1.9141143595049e-28	3.2444238393608e-26	-	26499
ENSG00000100604	CHGA	12135	-2.82277433590268	2.82460507752715	14.7115757807485	0.000217508962362613	0.000406541886517537	-	1113
ENSG00000100625	SIX4	14812	-1.97985443091986	3.49024006159443	68.7759347981637	4.79460688562954e-13	2.91572136636121e-12	-	51804
ENSG00000100665	SERPINA4	8471	-8.7603632266181	1.49741646291382	102.063699647378	4.97505778447214e-17	6.08731592609616e-16	-	5267
ENSG00000100867	DHRS2	15524	-4.41015543448066	3.25862640522992	55.0201826978996	3.69324155311743e-11	1.68787875262615e-10	-	10202
ENSG00000100985	MMP9	7653	-2.48197299473405	5.64469714079146	68.6028893695709	5.0523362284967e-13	3.0595390912252e-12	-	4318
ENSG00000101003	GINS1	61692	-3.24932149148955	3.14675179216743	272.955304528784	1.47433335991083e-30	6.70782880513112e-28	-	9837
ENSG00000101049	SGK2	29269	-2.85032168593037	1.42878939799111	86.5712773677784	2.89016344252011e-15	2.51095657074021e-14	-	10110
ENSG00000101057	MYBL2	49476	-4.48023114783611	4.87100045647756	250.887072821694	3.26730560750415e-29	7.40757995992959e-27	-	4605
ENSG00000101076	HNF4A	77146	-2.96690159842812	2.07154907264368	29.3517775006592	4.06436282499992e-07	1.07856897745854e-06	-	3172
ENSG00000101104	PABPC1L	48975	-2.17132172352242	4.3104815874308	97.9577249352523	1.41467874293339e-16	1.5830667175777e-15	-	80336
ENSG00000101115	SALL4	20190	-4.00657315828735	1.67575865919528	175.145875218412	7.57506842463982e-24	3.78512595357219e-22	-	57167
ENSG00000101134	DOK5	175576	-2.29052352833013	1.10089920250922	58.9438581935085	1.02854672113367e-11	5.11286494010351e-11	-	55816
ENSG00000101194	SLC17A9	16878	-2.41541965433908	3.81582323637176	112.918790661439	3.47015474949402e-18	5.43437549492772e-17	-	63910
ENSG00000101210	EEF1A2	11226	-6.3063113908065	4.79731838032364	129.351696688714	7.90853309303586e-20	1.7048706813653e-18	-	1917
ENSG00000101213	PTK6	9375	-1.75833747620448	4.16808855510692	66.063452445332	1.09639015418399e-12	6.33750898551887e-12	-	5753
ENSG00000101255	TRIB3	34724	-1.75014241631739	4.95700303119868	65.1050724224378	1.47340270953593e-12	8.27604270473252e-12	-	57761
ENSG00000101311	FERMT1	48369	-3.18267458758489	4.00626567048325	248.016640533839	4.95912890134705e-29	1.00868681853399e-26	-	55612
ENSG00000101412	E2F1	10908	-1.6845350795662	3.9756749306403	103.132182033878	3.80381344835377e-17	4.80380794072961e-16	-	1869
ENSG00000101443	WFDC2	11779	-1.80374921515654	7.87287951551252	57.2472942248258	1.78042411020489e-11	8.54336731649524e-11	-	10406
ENSG00000101447	FAM83D	26794	-2.37983249257683	3.25013031234957	99.0041151218984	1.0816747316092e-16	1.24012429938936e-15	-	81610
ENSG00000101463	SYNDIG1	196987	-1.69431688548414	1.07152595404182	38.6396451493399	1.13531171039992e-08	3.70487054758478e-08	-	79953
ENSG00000101470	TNNC2	10531	-3.1401897215057	2.39957074297636	48.6062181207724	3.2144718696743e-10	1.30030426192791e-09	-	7125
ENSG00000101670	LIPG	38486	-1.64366512883276	3.74657550894747	28.667288798824	5.34963785337141e-07	1.39966538811953e-06	-	9388
ENSG00000101680	LAMA1	176055	-3.21249614919347	3.63831673426643	44.6717493179255	1.2727325395474e-09	4.72701887781631e-09	-	284217
ENSG00000101825	MXRA5	38087	-1.69510853815983	6.50040358515916	64.1396222934903	1.98792315530346e-12	1.09456061885482e-11	-	25878
ENSG00000101842	VSIG1	34214	-2.84203516920308	4.52595156060513	24.4359955098082	3.0358883548777e-06	7.26973320879232e-06	-	340547
ENSG00000102109	PCSK1N	4514	-2.36558262538156	2.70536365073902	33.8056485179485	7.06637970286464e-08	2.0826907378593e-07	-	27344
ENSG00000102384	CENPI	67938	-3.00504747506689	1.68495031444118	202.185754052457	6.4693526347499e-26	5.37733835106687e-24	-	2491
ENSG00000102837	OLFM4	23244	-5.01657462191765	1.5362113332131	51.4396678495288	1.22147192098915e-10	5.22594111407607e-10	-	10562
ENSG00000102878	HSF4	5264	-1.97445227546043	3.78056761403152	65.3720209227833	1.35672653372032e-12	7.66651591818347e-12	-	3299
ENSG00000103089	FA2H	61876	-2.65664328388504	4.06330400372895	97.3011845867566	1.67536949214759e-16	1.84964643357214e-15	-	79152
ENSG00000103202	NME4	13642	-1.51801258016702	6.02751498142054	142.25528090174	4.89193314499077e-21	1.28340868199917e-19	-	4833
ENSG00000103257	SLC7A5	39484	-3.04620715340061	6.59267912408952	121.047904308809	5.15927243105925e-19	9.43901175244268e-18	-	8140
ENSG00000103269	RHBDL1	2597	-3.11217704734611	1.40138040093294	192.782161341765	3.22410678614606e-25	2.23861776006744e-23	-	9028
ENSG00000103460	TOX3	111385	-2.65810891276442	3.77584090016041	93.9251143139395	4.03428830710096e-16	4.10770380102877e-15	-	27324
ENSG00000103888	CEMIP	172433	-2.50955832219116	5.75811446776203	66.1828796661625	1.05687446323248e-12	6.12137440362694e-12	-	57214
ENSG00000104112	SCG3	39534	-3.72703933876055	2.2375456957039	40.7976812237469	5.1304337687888e-09	1.74985341149319e-08	-	29106
ENSG00000104140	RHOV	2020	-3.9776883275853	4.34622037845905	92.2902643474327	6.20876536845432e-16	6.12340812636661e-15	-	171177
